Date,Close,Volume,MA_14,RSI_14,ATR_14,FGI,cluster
2018-02-01,1036.7900390625,5261680128,1083.2120797293526,50.029707966001226,112.68914794921876,30,0
2018-02-02,915.7849731445312,6713290240,1074.4038652692525,43.68623754391665,126.21058436802456,15,0
2018-02-03,964.0189819335938,3243480064,1060.7516479492188,39.48374669172799,127.37079729352676,40,0
2018-02-04,834.6820068359375,2997090048,1045.4017944335938,38.47742131081831,129.49850463867185,24,0
2018-02-05,697.9509887695312,4269530112,1023.5940072195872,35.076580713263226,133.33336530412944,11,0
2018-02-06,793.1220092773438,6518269952,1009.8006504603794,41.23085277276246,141.856937953404,8,0
2018-02-07,757.0679931640625,3896179968,988.2497907366072,35.8292895005133,144.08087158203125,36,0
2018-02-08,817.8070068359375,3708189952,971.233860560826,39.38921299934678,145.4610813685826,30,0
2018-02-09,883.864990234375,2495820032,958.997785295759,42.78866861917643,146.27208600725447,44,0
2018-02-10,860.4149780273438,2930530048,941.3795732770648,39.36189395796843,147.1265869140625,54,0
2018-02-11,814.6599731445312,2486650112,910.568856375558,29.76998909099132,141.51893833705358,31,0
2018-02-12,868.7069702148438,2243450112,888.1650695800781,35.15619028879405,139.63729858398438,42,0
2018-02-13,845.2579956054688,2081170048,872.0313546316964,38.34185112787403,133.6524396623884,35,0
2018-02-14,923.5609741210938,2818370048,858.1207057407925,40.26111502098728,132.7945818219866,55,0
2018-02-15,936.9760131835938,2900100096,850.9911324637277,44.64372264179951,123.1021510532924,71,3
2018-02-16,944.2100219726562,2369449984,853.0214930943081,51.737521168899306,105.48407418387274,67,3
2018-02-17,974.114990234375,2525720064,853.7426365443638,50.63127827314767,97.74035644531249,74,3
2018-02-18,923.9210205078124,2567290112,860.1168518066406,56.19281011700878,90.8489292689732,63,3
2018-02-19,943.864990234375,2169019904,877.6821376255581,70.36662971505811,78.29006958007811,67,3
2018-02-20,895.3709716796875,2545260032,884.9856349400112,59.17786758404783,67.59657069614956,74,3
2018-02-21,849.9710083007812,2531729920,891.621564592634,58.201373904690485,64.31406947544643,54,3
2018-02-22,812.844970703125,2150370048,891.2671334402902,49.54290028526423,63.17228480747768,44,0
2018-02-23,864.1890258789062,2334820096,889.8617074148996,48.136957500432,62.91206577845982,39,0
2018-02-24,840.5150146484375,1926579968,888.4402814592634,48.116546828253554,60.70906720842634,31,0
2018-02-25,844.8099975585938,1646960000,890.5938546316964,53.096604315579846,57.749925885881694,33,0
2018-02-26,869.3150024414062,2044480000,890.6372855050223,50.06648329148486,56.09249877929688,37,0
2018-02-27,878.2650146484375,2053980032,892.9949297223773,53.72722276494622,55.184640066964285,44,3
2018-02-28,855.198974609375,1963980032,888.1119297572544,41.18014569524952,51.81563459123884,41,0
