Date,Close,Volume,MA_14,RSI_14,ATR_14,FGI,cluster
2018-02-01,0.421671986579895,595624000,0.597929060459137,30.411990438567614,0.0817829306636537,30,0
2018-02-02,0.3905340135097503,1438809984,0.5793602062123162,29.359553252913543,0.087093928030559,15,0
2018-02-03,0.438836008310318,1404499968,0.5601692071982792,28.36881815018521,0.0936814993619919,40,0
2018-02-04,0.3793030083179474,814753984,0.5434649224792208,30.05356456814873,0.0932243572814124,24,0
2018-02-05,0.3273710012435913,658547968,0.5261015657867704,29.587856507289388,0.0911015697887965,11,0
2018-02-06,0.3697530031204223,1338390016,0.5122932089226586,34.66811382574244,0.0939571410417556,8,0
2018-02-07,0.3404470086097717,679744000,0.4921674238783972,26.54372574255844,0.0906325706413814,36,0
2018-02-08,0.3565840125083923,346383008,0.4721023546797888,26.647539027598185,0.0884339277233396,30,0
2018-02-09,0.3916020095348358,401271008,0.4555466430527823,31.379067762591063,0.0859047855649675,44,0
2018-02-10,0.4058719873428345,951824000,0.4404780013220651,33.259323179333194,0.0887412854603358,54,0
2018-02-11,0.3697690069675445,331944000,0.419012501835823,25.47740699854032,0.0871080692325319,31,0
2018-02-12,0.384315013885498,243039008,0.4019490033388138,29.413183909839645,0.0852517847503934,42,0
2018-02-13,0.3733139932155609,225695008,0.3906205041067941,34.137212585475964,0.0799458559070314,35,0
2018-02-14,0.3969079852104187,299008992,0.3818771455969129,38.02056871074739,0.0765182099172047,55,0
2018-02-15,0.4093680083751678,348342016,0.380998290010861,48.55492798353837,0.0696234234741755,71,2
2018-02-16,0.4038099944591522,192420000,0.3819465743643896,51.65890864793293,0.0605369955301284,67,2
2018-02-17,0.4198830127716064,341415008,0.3805927889687674,47.42425605986757,0.0502651376383645,74,2
2018-02-18,0.3856180012226105,251314000,0.3810438598905291,50.92150651546542,0.0451869964599609,63,2
2018-02-19,0.3914720118045807,169966000,0.3856225035020283,60.80716991291149,0.0402664967945643,67,2
2018-02-20,0.3787789940834045,281249984,0.3862672171422413,51.6910327280735,0.0341660678386688,74,2
2018-02-21,0.3644410073757171,242378000,0.3879810741969517,54.76241375683672,0.0324094274214335,54,2
2018-02-22,0.3378709852695465,208342000,0.386644429394177,46.43348181306051,0.0331891413245882,44,0
2018-02-23,0.3452579975128174,222508992,0.3833341428211757,40.127476769797866,0.0315610702548708,39,0
2018-02-24,0.3229660093784332,133524000,0.3774122872522899,32.922470212607905,0.0286343566008976,31,0
2018-02-25,0.3440330028533935,247808000,0.3755740012441362,44.34865680987387,0.0284852853843143,33,0
2018-02-26,0.3383350074291229,201812992,0.3722897150686809,39.49509157281696,0.0285714992455073,37,0
2018-02-27,0.3355360031127929,106757000,0.3695912872041975,41.03291414462312,0.027365784559931,44,0
2018-02-28,0.3125810027122497,114757000,0.3635679313114711,29.923016840704648,0.0268423578568867,41,0
2018-03-01,0.3043969869613647,184691008,0.3560700012104851,24.48854214756888,0.0266594290733337,38,0
2018-03-02,0.293503999710083,107240000,0.3481910015855516,23.86956778964479,0.026549071073532,47,0
2018-03-03,0.297105997800827,115320000,0.3394212148019245,19.088911735341824,0.0258064993790217,56,0
2018-03-04,0.3007870018482208,94436000,0.3333618577037538,24.7546377152474,0.0242473546947751,44,0
2018-03-05,0.2976219952106476,202675008,0.3266582850899014,21.61634177303268,0.0253672131470271,55,0
2018-03-06,0.2853569984436035,110305000,0.3199852854013442,21.67245136085502,0.0248126408883503,59,0
2018-03-07,0.2472810000181198,190792992,0.3116167134472301,18.9451548955428,0.0270428551094872,37,0
2018-03-08,0.2217430025339126,167808992,0.303321857537542,19.049374821134336,0.0264446416071483,39,0
2018-03-09,0.2222069948911667,246848992,0.2945325002074241,15.947615046101248,0.0267933553883007,37,0
2018-03-10,0.2098730057477951,129138000,0.2864544285195214,16.877824882858704,0.025455854833126,39,0
2018-03-11,0.2234980016946792,161362000,0.2778447855796133,13.089247724861965,0.0246707126498222,40,0
2018-03-12,0.2237219959497451,184250000,0.2696581419025148,13.685236408714404,0.0241666425551687,41,0
2018-03-13,0.2230260074138641,98868704,0.2616217136383056,13.870078444005344,0.0244184998529298,41,0
2018-03-14,0.1995619982481002,144156000,0.2535489276051521,13.824883210098946,0.0253857842513493,40,0
2018-03-15,0.185708999633789,204232992,0.2450712142246109,13.340740345263695,0.0257384276815823,32,0
2018-03-16,0.1788779944181442,97455296,0.2368836424180439,13.684109646081067,0.0252775709543909,33,0
2018-03-17,0.1547629982233047,81096600,0.2267162853053637,10.090219508708046,0.0259494270597185,31,0
2018-03-18,0.1561550050973892,189688992,0.21638542839459,8.921161773042215,0.0272007137537002,29,0
2018-03-19,0.1976480036973953,321964000,0.2092444290007863,26.6819035702804,0.0282596413578306,29,0
2018-03-20,0.2049469947814941,249683008,0.2035008573106356,30.80026687802099,0.0291656426021031,37,0
2018-03-21,0.2131890058517456,257686000,0.2010657148701803,40.5073233280255,0.0273593568376132,36,0
2018-03-22,0.2034810036420822,201540000,0.1997612863779067,44.423475875113446,0.0271174992833818,36,0
2018-03-23,0.1892589926719665,148850000,0.1974078576479638,40.71876792619416,0.0263136423059872,28,0
2018-03-24,0.1892009973526001,132660000,0.1959312856197356,43.74417211759779,0.0263474988085883,32,0
2018-03-25,0.1846050024032592,59349400,0.1931532142417771,37.54969860049695,0.024799784379346,30,0
2018-03-26,0.1678059995174408,117497000,0.1891592144966125,33.81760723944126,0.0252715700439044,31,0
2018-03-27,0.1549260020256042,107510000,0.1842949283974511,31.58981849705768,0.0256513570036207,24,0
2018-03-28,0.1600580066442489,60260800,0.1814732147114617,38.14548439948202,0.0237936430743762,24,0
2018-03-29,0.1468819975852966,103465000,0.1786998574222837,38.30110464493967,0.0227776425225394,18,0
2018-03-30,0.1472090035676956,119874000,0.1764377866472516,40.06862015377524,0.0230443573423794,12,0
2018-03-31,0.155919000506401,113124000,0.1765203582389014,50.40129485327893,0.0223067860518183,16,0
2018-04-01,0.1507679969072342,100833000,0.1761355719396045,48.17751609108972,0.0212045716387885,16,0
2018-04-02,0.1563850045204162,102697000,0.1731882148555346,31.56536240326201,0.018969857266971,11,0
2018-04-03,0.172446995973587,155987008,0.1708667863692555,36.53464136219392,0.0180037138717515,22,0
2018-04-04,0.1553560048341751,154800992,0.1667358577251433,27.675657704389195,0.0179674274155071,22,0
