Date,Close,Volume,MA_14,RSI_14,ATR_14,FGI,cluster
2018-02-01,9170.5400390625,9959400448,11122.71728515625,34.82847246163277,1067.9356166294642,30,1
2018-02-02,8830.75,12726899712,10924.38511439732,32.204719855879816,1107.460588727679,15,1
2018-02-03,9174.91015625,7263790080,10658.36439732143,22.83130096794119,1084.8549107142858,40,1
2018-02-04,8277.009765625,7073549824,10421.00083705357,24.250825857684305,1062.901332310268,24,1
2018-02-05,6955.27001953125,9285289984,10136.991524832589,22.022130618488745,1054.469866071429,11,1
2018-02-06,7754.0,13999800320,9914.53435407366,30.14175237992289,1094.079938616071,8,1
2018-02-07,7621.2998046875,9169280000,9647.52716936384,25.02364646807635,1123.4170619419642,36,1
2018-02-08,8265.58984375,9346750464,9433.683558872768,31.35294494765415,1138.357770647321,30,1
2018-02-09,8736.98046875,6784820224,9259.796421595982,35.5282872990656,1114.491350446429,44,1
2018-02-10,8621.900390625,7780960256,9058.453578404018,32.930310723885384,1128.875627790179,54,1
2018-02-11,8129.97021484375,6122189824,8797.287179129464,28.24408673610239,1135.3899623325892,31,1
2018-02-12,8926.5703125,6256439808,8628.013602120536,36.39556685054031,1146.786411830357,42,1
2018-02-13,8598.3095703125,5696719872,8520.300013950893,40.392435208221904,1091.9335239955358,35,1
2018-02-14,9494.6298828125,7909819904,8468.40931919643,45.79075407067389,1114.508579799107,55,1
2018-02-15,10166.400390625,9062540288,8539.542201450893,56.03503222219711,1068.987165178571,71,2
2018-02-16,10233.900390625,7296159744,8639.76722935268,58.79346191498648,1006.5035574776786,67,2
2018-02-17,11112.7001953125,8660880384,8778.18080357143,61.38134117977705,993.0020926339286,74,2
2018-02-18,10551.7998046875,8744009728,8940.665806361607,63.91136562426506,973.0127999441964,63,2
2018-02-19,11225.2998046875,7652089856,9245.667933872768,78.3618396434194,912.4727957589286,67,2
2018-02-20,11403.7001953125,9926540288,9506.360804966518,76.41860385549896,836.0984933035714,74,2
2018-02-21,10690.400390625,9405339648,9725.582275390623,70.49334251115972,812.3184988839286,54,2
2018-02-22,10005.0,8040079872,9849.825857979911,61.551167058567785,823.9285016741071,44,2
2018-02-23,10301.099609375,7739500032,9961.54865373884,60.634677913591055,816.8191964285714,39,1
2018-02-24,9813.0703125,6917929984,10046.632219587054,57.70803013805799,832.7585100446429,31,1
2018-02-25,9664.73046875,5706939904,10156.25795200893,60.39356816028107,820.2842145647321,33,1
2018-02-26,10366.7001953125,7287690240,10259.12437220982,59.87934374638659,828.6642020089286,37,1
2018-02-27,10725.599609375,6966179840,10411.073660714286,64.53219933418644,837.90283203125,44,2
2018-02-28,10397.900390625,6936189952,10475.592982700891,56.69028963390597,821.9363839285714,41,1
2018-03-01,10951.0,7317279744,10531.635811941964,55.91531214954153,811.9635184151786,38,1
2018-03-02,11086.400390625,7620590080,10592.52866908482,56.36209423210742,800.5078822544643,47,1
2018-03-03,11489.7001953125,6690570240,10619.457240513391,53.02843456303868,767.3436104910714,56,2
2018-03-04,11512.599609375,6084149760,10688.08579799107,58.44831935926457,721.10791015625,44,1
2018-03-05,11573.2998046875,6468539904,10712.942940848214,53.429560014028056,685.3650251116071,55,2
2018-03-06,10779.900390625,6832169984,10668.385811941964,44.51704454253784,695.779296875,59,1
2018-03-07,9965.5703125,8797910016,10616.612234933036,43.74020412528195,717.0635463169643,37,1
2018-03-08,9395.009765625,7186089984,10573.04150390625,44.6253777370881,696.4578683035714,39,1
2018-03-09,9337.5498046875,8704190464,10504.216517857143,41.13746873514004,710.7849469866071,37,1
2018-03-10,8866.0,5386319872,10436.568638392857,41.26255613388741,685.9720982142857,39,1
2018-03-11,9578.6298828125,6296370176,10430.41859654018,49.2805643270163,728.015625,40,1
2018-03-12,9205.1201171875,6457399808,10347.44859095982,39.73041362295136,728.5728236607143,41,1
2018-03-13,9194.849609375,5991139840,10238.109305245536,35.57749000215672,719.986328125,41,1
2018-03-14,8269.8095703125,6438230016,10086.102818080357,31.978006728252723,762.1691545758929,40,1
2018-03-15,8300.8603515625,6834429952,9896.80712890625,25.380062058280203,758.2905970982143,32,1
2018-03-16,8338.349609375,5289379840,9700.517787388391,23.99742377116287,775.5005929129464,33,1
2018-03-17,7916.8798828125,4426149888,9445.316336495536,16.30914598748788,776.0656389508929,31,1
2018-03-18,8223.6796875,6639190016,9210.393484933036,20.562415105422247,809.7098911830357,29,1
2018-03-19,8630.650390625,6729110016,9000.20424107143,25.199035837726683,826.3721051897321,29,1
2018-03-20,8913.4697265625,6361789952,8866.887765066964,32.78819800229715,810.8099539620536,37,1
2018-03-21,8929.2802734375,6043129856,8792.86704799107,38.793061750471495,746.0713936941964,36,1
2018-03-22,8728.4697265625,5530390016,8745.257045200893,42.16513777475343,726.3770577566964,36,1
2018-03-23,8879.6201171875,5954120192,8712.547781808036,44.733257437370106,695.354248046875,28,1
2018-03-24,8668.1201171875,5664600064,8698.413504464286,47.57934514052005,668.7563127790179,32,1
2018-03-25,8495.7802734375,4569880064,8621.067103794643,34.73583212193296,606.4806431361607,30,1
2018-03-26,8209.400390625,5921039872,8549.944266183036,35.610576416923905,579.8791852678571,31,1
2018-03-27,7833.0400390625,5378250240,8452.672154017857,32.20317957841297,574.4014020647321,24,1
2018-03-28,7954.47998046875,4935289856,8430.148611886161,44.78344168532488,504.8628627232143,24,1
2018-03-29,7165.7001953125,6361229824,8349.065743582589,34.98513114585117,523.9807477678571,18,1
2018-03-30,6890.52001953125,6289509888,8245.649344308036,31.98235833921636,524.9014369419643,12,1
2018-03-31,6973.52978515625,4553269760,8178.267194475447,37.18048266355563,511.374267578125,16,1
2018-04-01,6844.22998046875,4532100096,8079.735072544643,30.30399240580212,488.9857352120536,16,1
2018-04-02,7083.7998046875,4333440000,7969.245744977678,26.805012890700382,476.5157296316965,11,1
2018-04-03,7456.10986328125,5499700224,7865.14861188616,28.718092715428227,462.03857421875,22,1
2018-04-04,6853.83984375,4936000000,7716.902866908482,24.12427404331997,485.9642857142857,22,1
2018-04-05,6811.47021484375,5639320064,7579.974330357143,25.11656696641181,468.33646065848217,17,1
2018-04-06,6636.31982421875,3766810112,7419.73859514509,21.061355145808776,451.44290597098217,19,1
2018-04-07,6911.08984375,3976610048,7294.236432756697,27.698300176187487,457.83939034598217,20,1
2018-04-08,7023.52001953125,3652499968,7189.074986049107,31.024247540575672,455.5222516741072,17,1
2018-04-09,6770.72998046875,4894060032,7086.31281389509,31.29522330659195,448.9129464285714,21,1
2018-04-10,6834.759765625,4272750080,7015.007080078125,35.87365654920774,429.82435825892856,18,1
2018-04-11,6968.31982421875,4641889792,6944.56706891741,36.0928680894571,418.1821986607143,20,1
2018-04-12,7889.25,8906250240,6996.24919782366,59.83706830762303,431.0229143415178,18,1
2018-04-13,7895.9599609375,7764460032,7068.066336495535,64.74598186977133,419.0443289620536,23,1
2018-04-17,7902.08984375,6900879872,7347.954973493303,56.47251858099465,407.67288643973217,26,1
2018-04-18,8163.419921875,6529909760,7441.49640764509,71.09340075621087,382.3721749441965,24,1
2018-04-19,8294.3095703125,7063209984,7547.413504464285,73.22189553853741,373.1500767299107,25,1
2018-04-20,8845.830078125,8438110208,7705.23566545759,80.95305325982433,398.378662109375,26,2
2018-04-21,8895.580078125,7548550144,7846.984967912947,79.67141401192043,393.04935128348217,32,2
2018-04-22,8802.4599609375,6629899776,7974.052106584822,76.75257552546975,394.5892857142857,31,2
2018-04-23,8930.8798828125,6925190144,8128.348528180803,83.74779521130804,369.847900390625,28,2
