Date,Open,High,Low,Close,Volume,FGI,RSI_14,ATR_14,MA_14,cluster_0,cluster_1,cluster_2,cluster_3
2024-06-02,67710.2734375,68409.1640625,67315.5234375,67751.6015625,17110588415,73.0,54.78749332298863,2226.1540178571427,68680.75558035714,False,0,False,True
2024-06-03,67753.8984375,70230.8203125,67589.8359375,68804.78125,32401285324,73.0,38.27196011405096,2029.267857142857,68491.94029017857,False,0,False,True
2024-06-04,68804.5703125,71047.40625,68564.640625,70567.765625,33149696545,73.0,51.83958749088506,2009.798549107143,68522.74274553571,False,0,False,True
2024-06-05,70568.3515625,71735.4140625,70390.7109375,71082.8203125,32810771409,75.0,58.73515029323472,1988.27734375,68662.77734375,False,0,False,True
2024-06-06,71082.84375,71625.734375,70119.125,70757.1640625,25223152007,78.0,63.65371687511931,1832.7265625,68864.74888392857,False,0,False,True
2024-06-07,70759.1875,71907.8515625,68507.2578125,69342.5859375,36188381096,77.0,53.65391473383166,1890.0814732142858,68923.06919642857,False,0,False,True
2024-06-08,69324.1796875,69533.3203125,69210.7421875,69305.7734375,14262185861,72.0,50.19020656328304,1837.158482142857,68925.9140625,False,0,False,True
2024-06-09,69297.4921875,69817.5234375,69160.84375,69647.9921875,13534028500,75.0,55.61352615003404,1789.611607142857,69006.62109375,False,0,False,True
2024-06-10,69644.3125,70146.0703125,69232.421875,69512.28125,20597699541,72.0,50.63135534634673,1685.916294642857,69015.03013392857,False,0,False,True
2024-06-11,69508.078125,69549.4140625,66123.6015625,67332.03125,37116136345,74.0,45.3668150795498,1767.2254464285713,68946.15959821429,False,0,False,True
2024-06-12,67321.375,69977.890625,66902.453125,68241.1875,34497940694,72.0,53.128903018604724,1861.830357142857,68993.5234375,False,0,False,True
2024-06-13,68243.1015625,68365.78125,66304.5625,66756.3984375,28955204146,70.0,42.878645759837084,1838.884486607143,68878.62388392857,False,0,False,True
2024-06-14,66747.5703125,67294.6484375,65056.89453125,66011.09375,27403884779,74.0,43.371234781172845,1829.7140066964287,68772.88671875,False,0,False,True
2024-06-15,66006.7421875,66402.1875,65871.7734375,66191.0,14121265576,74.0,43.19002101533403,1835.202845982143,68664.60546875,False,0,False,True
2024-06-16,66189.359375,66894.84375,66018.25,66639.046875,13281140541,71.0,45.176917809100686,1819.699497767857,68585.13727678571,False,0,False,True
2024-06-17,66636.515625,67188.3203125,65094.96484375,66490.296875,30006354476,71.0,39.11263174915842,1780.5831473214287,68419.81696428571,False,0,False,True
2024-06-18,66490.9765625,66556.703125,64066.95703125,65140.74609375,39481285950,74.0,23.438069378692063,1781.081752232143,68032.17271205357,True,0,False,False
2024-06-19,65146.66015625,65695.3515625,64693.30078125,64960.296875,21103423504,64.0,19.019268796188456,1756.6065848214287,67594.849609375,True,0,False,False
2024-06-20,64960.296875,66438.9609375,64547.84765625,64828.65625,25641109124,60.0,19.40018887751752,1784.0711495535713,67171.384765625,True,0,False,False
2024-06-21,64837.98828125,65007.546875,63378.89453125,64096.19921875,26188171739,63.0,20.869729678379002,1657.50390625,66796.64285714286,True,0,False,False
2024-06-22,64113.86328125,64475.46875,63929.7578125,64252.578125,9858198793,53.0,22.310073205188573,1673.4419642857142,66435.70033482143,True,0,False,False
2024-06-23,64248.96484375,64491.703125,63180.796875,63180.796875,11170471802,55.0,17.185495673628083,1720.1724330357142,65973.7578125,True,0,False,False
2024-06-24,63173.3515625,63292.52734375,58601.69921875,60277.4140625,43152133651,51.0,13.41712284506771,1989.970982142857,65314.12444196428,True,0,False,False
2024-06-25,60266.28125,62258.26171875,60239.75,61804.640625,29201215431,30.0,26.909208757911998,1889.449497767857,64919.310825892855,True,0,False,False
2024-06-26,61789.67578125,62434.13671875,60695.1875,60811.27734375,22506003064,46.0,19.17824068447534,1793.986049107143,64388.60295758928,True,0,False,False
2024-06-27,60811.2265625,62293.86328125,60585.33203125,61604.80078125,21231745045,40.0,27.329230343968305,1768.7940848214287,64020.63169642857,True,0,False,False
2024-06-28,61612.8046875,62126.09765625,59985.40234375,60320.13671875,24952866877,47.0,26.090668322673125,1761.861328125,63614.134765625,True,0,False,False
2024-06-29,60319.875,61097.62109375,60300.96484375,60887.37890625,12652903396,30.0,28.42031314320954,1780.878627232143,63235.3046875,True,0,False,False
2024-06-30,60888.4453125,62892.828125,60632.94921875,62678.29296875,17333226409,47.0,35.47186669948782,1879.6847098214287,62952.39369419643,True,0,False,False
2024-07-01,62673.60546875,63777.2265625,62495.51171875,62851.98046875,25468379421,53.0,36.67894449747325,1821.7103794642858,62692.513950892855,True,0,False,False
2024-07-02,62844.41015625,63203.359375,61752.74609375,62029.015625,20151616992,51.0,38.15001024932487,1747.486607142857,62470.24748883928,True,0,False,False
2024-07-03,62034.33203125,62187.703125,59419.38671875,60173.921875,29756701685,50.0,33.83453309923782,1873.6484375,62128.363560267855,True,0,False,False
2024-07-04,60147.13671875,60399.67578125,56777.8046875,56977.703125,41149609230,44.0,28.031793195142228,1997.2739955357142,61567.58119419643,True,0,False,False
2024-07-05,57022.80859375,57497.15234375,53717.375,56662.375,55417544033,29.0,28.701803833019255,2150.92578125,61036.59375,True,0,False,False
2024-07-06,56659.07421875,58472.546875,56038.9609375,58303.5390625,20610320577,26.0,34.292182076745576,2285.773995535714,60611.662388392855,True,0,False,False
2024-07-07,58239.4296875,58371.12109375,55793.32421875,55849.109375,20553359505,29.0,31.958722852227993,2376.266183035714,60087.970424107145,True,0,False,False
2024-07-08,55849.57421875,58131.3359375,54321.01953125,56705.09765625,39766159899,28.0,40.22451338650752,2313.372488839286,59832.804966517855,True,0,False,False
2024-07-09,56704.59765625,58239.1953125,56316.875,58009.2265625,27849512607,27.0,39.485636742582464,2306.5016741071427,59561.70396205357,True,0,False,False
2024-07-10,58033.8828125,59359.43359375,57178.4140625,57742.49609375,26175260526,28.0,41.14199454633853,2338.078125,59342.50530133928,True,0,False,False
2024-07-11,57729.890625,59299.43359375,57120.37890625,57344.9140625,28707803842,29.0,37.41624627777261,2371.686941964286,59038.22767857143,True,0,False,False
2024-07-12,57341.1953125,58532.5546875,56590.17578125,57899.46484375,25604805221,25.0,42.52695612493615,2357.521484375,58865.322544642855,True,0,False,False
2024-07-13,57908.73828125,59787.078125,57796.44140625,59231.953125,17080061806,25.0,45.119982681131305,2442.8058035714284,58747.077845982145,True,0,False,False
2024-07-14,59225.25,61329.52734375,59225.25,60787.79296875,22223416061,33.0,44.34868490807599,2431.69140625,58612.04213169643,True,0,False,False
2024-07-15,60815.45703125,64870.15234375,60704.9296875,64870.15234375,38094526099,52.0,54.89019836343446,2637.65625,58756.197265625,False,0,False,True
2024-07-16,64784.41796875,65354.33984375,62487.96875,65097.1484375,41617346768,65.0,57.65544279309889,2738.781808035714,58975.349609375,False,0,False,True
