Date,Open,High,Low,Close,Volume,FGI,RSI_14,ATR_14,MA_14,cluster_0,cluster_1,cluster_2,cluster_3
2024-05-10,0.46350300312042236,0.46769899129867554,0.4444650113582611,0.4482499957084656,309333437,66.0,41.86940716064055,0.020993070943014964,0.4559822146381651,False,False,True,False
2024-05-11,0.4482499957084656,0.4505470097064972,0.4385429918766022,0.4388760030269623,188484210,53.0,38.726420250196774,0.020561286381312778,0.4539710730314255,True,False,False,False
2024-05-12,0.4388760030269623,0.4425640106201172,0.43525099754333496,0.4376530051231384,158134071,56.0,40.45473470069532,0.01983964443206787,0.45234100094863344,False,False,True,False
2024-05-13,0.4376530051231384,0.4521450102329254,0.42615899443626404,0.43654000759124756,378773938,57.0,41.14168941129343,0.02062828838825226,0.4508535010474069,False,False,True,False
2024-05-14,0.4365440011024475,0.43781399726867676,0.42699798941612244,0.42806899547576904,313435137,66.0,44.17931220745729,0.0189265034028462,0.44994328703199116,False,False,True,False
2024-05-15,0.42806899547576904,0.45458799600601196,0.4267500042915344,0.45298799872398376,357450532,64.0,51.24553273017513,0.018302144748823985,0.4501662871667317,False,False,True,False
2024-05-16,0.45299598574638367,0.46197599172592163,0.4495519995689392,0.4596950113773346,367462393,70.0,50.57152121582511,0.017750571881021773,0.45026721698897226,False,False,True,False
2024-05-17,0.4596959948539734,0.4899449944496155,0.4559740126132965,0.4819999933242798,447612110,74.0,55.28896342148219,0.018359356692859104,0.4512997886964253,False,False,True,False
2024-05-18,0.4819999933242798,0.48551398515701294,0.47655001282691956,0.48240798711776733,240076401,73.0,57.0738402599976,0.01820071041584015,0.4526448590414865,False,False,True,False
2024-05-19,0.48240798711776733,0.48301801085472107,0.46560001373291016,0.467602014541626,250323995,72.0,53.24815257751341,0.01861306812082018,0.45330686015742166,False,False,True,False
2024-05-20,0.467602014541626,0.5017579793930054,0.46221399307250977,0.5017579793930054,541119800,70.0,63.73743876132016,0.01989871050630297,0.4566975725548608,False,False,True,False
2024-05-21,0.5017489790916443,0.5089679956436157,0.4911060035228729,0.4947740137577057,554313310,76.0,65.80597927433273,0.020181781479290554,0.4604762153966086,False,False,True,False
2024-05-22,0.4947740137577057,0.49492400884628296,0.4760960042476654,0.48312699794769287,416480856,76.0,59.082539502100985,0.01942178181239537,0.4626600721052715,False,False,True,False
2024-05-23,0.48313000798225403,0.4876349866390228,0.4485819935798645,0.46533000469207764,612724804,76.0,50.52209088163609,0.02108963898250035,0.46279071484293255,False,False,True,False
2024-05-24,0.46533000469207764,0.46891599893569946,0.4555329978466034,0.4594939947128296,355406774,74.0,53.39193852029395,0.02038599763597761,0.46359385762895855,False,False,True,False
2024-05-25,0.45949798822402954,0.46427100896835327,0.4581339955329895,0.4620720148086548,238476411,76.0,57.29664055798517,0.01996692589351109,0.4652507156133652,False,False,True,False
2024-05-26,0.4620720148086548,0.46236398816108704,0.45642998814582825,0.4583750069141388,225636000,75.0,56.41850283458528,0.019868424960545132,0.4667308585984366,False,False,True,False
2024-05-27,0.4583750069141388,0.4739989936351776,0.45719799399375916,0.46796301007270813,323304261,74.0,59.24755602792068,0.01921235237802778,0.4689753587756838,False,False,True,False
2024-05-28,0.46796301007270813,0.46843698620796204,0.45311498641967773,0.45699000358581543,418594476,72.0,58.38771708555639,0.019534208944865634,0.47104114506925854,False,False,True,False
2024-05-29,0.45699000358581543,0.46310698986053467,0.4509139955043793,0.45099499821662903,350482630,72.0,49.35071668357337,0.018416709133556912,0.47089878789016176,False,False,True,False
2024-05-30,0.45099499821662903,0.4545460045337677,0.4438070058822632,0.44658100605010986,356151973,73.0,45.6628971527281,0.018296352454594204,0.46996207322393146,False,False,True,False
2024-05-31,0.44658100605010986,0.4549570083618164,0.44446098804473877,0.44746100902557373,290913148,73.0,36.6910979084003,0.01661956948893411,0.467495002916881,False,False,True,False
2024-06-01,0.44746100902557373,0.45258399844169617,0.44525399804115295,0.44997501373291016,167918462,72.0,37.70220225129467,0.016502857208251953,0.4651783619608198,False,False,True,False
2024-06-02,0.44997599720954895,0.4532549977302551,0.4424220025539398,0.4464940130710602,253094562,73.0,41.2443990841237,0.016032499926430837,0.4636706475700651,False,False,True,False
2024-06-03,0.446494996547699,0.4623570144176483,0.44444501399993896,0.45703598856925964,317221002,73.0,26.929828364383695,0.01448735807623182,0.46047621965408325,False,False,True,False
2024-06-04,0.4570379853248596,0.46518000960350037,0.4531109929084778,0.46148499846458435,309168258,73.0,32.36643409810061,0.014073574117251806,0.45809843284743174,False,False,True,False
