Date,Open,High,Low,Close,Volume,FGI,RSI_14,ATR_14,MA_14,cluster_0,cluster_1,cluster_2,cluster_3
2024-05-12,2911.658203125,2953.04736328125,2902.201904296875,2928.701904296875,5908941395,56.0,31.7185839286348,138.44383021763392,3026.6510881696427,False,True,False,False
2024-05-13,2928.81396484375,2994.869140625,2865.134521484375,2949.359619140625,13352264795,57.0,33.47110696961093,135.61996023995536,3007.6461356026784,False,True,False,False
2024-05-14,2949.213134765625,2959.546630859375,2863.5458984375,2881.157958984375,12444516140,66.0,40.2131052669173,118.8236083984375,2998.27978515625,False,False,True,False
2024-05-15,2881.224609375,3041.602294921875,2864.7353515625,3037.056640625,14666902956,64.0,54.29404313834515,116.86767578125,3003.0849260602677,False,False,True,False
2024-05-16,3036.01416015625,3041.80712890625,2925.08740234375,2945.131103515625,13035465176,70.0,47.48865642171186,116.5819091796875,3000.01082938058,False,False,True,False
2024-05-17,2945.136962890625,3120.3017578125,2934.112548828125,3094.11865234375,14449438097,74.0,49.47088017748641,117.95448521205357,2999.337733677455,False,False,True,False
2024-05-18,3094.553466796875,3146.79052734375,3087.704345703125,3122.948974609375,9407051320,73.0,50.29673822580584,117.08394949776786,2999.7214878627233,False,False,True,False
2024-05-19,3122.82470703125,3137.1484375,3056.75439453125,3071.843017578125,8747800800,72.0,46.508709362887636,116.07859584263393,2995.049630301339,False,False,True,False
2024-05-20,3071.85888671875,3690.805908203125,3050.2978515625,3663.85546875,31228143948,70.0,70.66871645719104,149.54961286272322,3037.9872523716517,False,False,True,False
2024-05-21,3663.01123046875,3837.372802734375,3628.096435546875,3789.312744140625,37643853967,76.0,75.68872564062666,155.49309430803572,3093.8969377790177,False,False,True,False
2024-05-22,3789.372802734375,3810.948486328125,3655.0751953125,3737.2177734375,25155809461,76.0,74.74793465466058,159.57523018973214,3148.4369768415177,False,False,True,False
2024-05-23,3737.178466796875,3943.553955078125,3552.642578125,3776.92724609375,45623656317,76.0,74.37158770114013,179.87358747209822,3201.35888671875,False,False,True,False
2024-05-24,3776.992431640625,3825.12255859375,3631.990234375,3726.9345703125,22257061429,74.0,78.29865112501507,181.40241350446428,3259.7262660435267,False,False,True,False
2024-05-25,3726.9755859375,3776.006591796875,3710.5283203125,3749.236572265625,10000027764,76.0,78.60234174075788,182.21547154017858,3319.557303292411,False,False,True,False
2024-05-26,3749.179931640625,3879.470703125,3732.02294921875,3825.8974609375,14650794791,75.0,79.43869532944643,189.11563546316964,3383.6427001953125,False,False,True,False
2024-05-27,3826.127197265625,3973.556396484375,3821.930419921875,3892.0068359375,18949181813,74.0,80.03421695766534,190.67930385044642,3450.9746442522323,False,False,True,False
2024-05-28,3892.096923828125,3924.895751953125,3771.2138671875,3840.25634765625,19846044324,72.0,80.88212057594282,194.79938616071428,3519.481672014509,False,False,True,False
2024-05-29,3840.235107421875,3880.6484375,3742.041259765625,3763.196533203125,17411416736,72.0,74.63163140896586,192.06654575892858,3571.348807198661,False,False,True,False
2024-05-30,3763.357666015625,3823.643310546875,3702.263671875,3746.849609375,15065849797,73.0,78.66515105197708,192.39939662388392,3628.614414760045,False,False,True,False
2024-05-31,3746.861572265625,3843.857666015625,3723.835205078125,3760.026611328125,15290700646,73.0,76.37030277963567,187.67320033482142,3676.179268973214,False,False,True,False
2024-06-01,3759.88427734375,3829.294677734375,3749.840087890625,3813.198974609375,8661024535,72.0,76.81724657459924,189.12808663504464,3725.482840401786,False,False,True,False
2024-06-02,3813.275634765625,3834.911865234375,3752.41455078125,3780.89599609375,11126903059,73.0,77.95622424960106,189.2783203125,3776.12948172433,False,False,True,False
2024-06-03,3780.854248046875,3848.60302734375,3758.919921875,3766.38916015625,14082454300,73.0,57.42305949292899,149.93368094308036,3783.4533168247767,False,False,True,False
2024-06-04,3766.476318359375,3831.364990234375,3738.13427734375,3812.515869140625,13331489271,73.0,51.89781208465392,141.64470563616072,3785.110682896205,False,False,True,False
2024-06-05,3812.560791015625,3887.48583984375,3778.65576171875,3864.260986328125,15480034434,75.0,60.396970553082255,138.28447614397322,3794.1851981026784,False,False,True,False
2024-06-06,3864.263427734375,3878.05224609375,3761.775390625,3811.60595703125,13606583873,78.0,52.77915170563578,118.667724609375,3796.6622488839284,False,False,True,False
